shipment_id,region,transport_mode,priority,month,shipment_volume_units,distance_km,delivery_time_days,transport_cost,on_time
S0447,Central,Air,Standard,4,37,243.6,2.67,96.15,1
S0448,North,Road,Standard,9,79,716.7,6.8,47.01,0
S0449,South,Road,Standard,3,137,939.3,8.07,55.56,1
S0450,North,Road,Standard,2,157,439.1,5.36,62.77,1
S0451,South,Rail,Standard,10,134,866.3,5.86,52.43,1
S0452,Central,Road,Standard,10,101,209.4,3.66,25.0,1
S0453,East,Rail,Standard,12,95,543.3,5.72,42.47,1
S0454,South,Air,Express,9,96,397.4,2.65,98.12,1
S0455,South,Road,Standard,6,111,632.2,5.36,31.01,1
S0456,South,Road,Standard,3,91,106.0,4.11,32.01,1
S0457,Central,Road,Standard,4,49,609.9,5.27,38.5,1
S0458,West,Road,Standard,8,146,263.1,4.55,31.7,1
S0459,East,Air,Standard,5,64,409.5,2.65,112.11,1
S0460,North,Road,Standard,6,119,1199.3,8.11,62.6,1
S0461,North,Rail,Express,3,74,554.2,3.33,69.6,0
S0462,South,Road,Standard,6,133,511.1,5.97,44.83,0
S0463,Central,Road,Standard,3,71,486.3,5.19,39.78,1
S0464,West,Road,Standard,2,174,761.6,6.05,50.53,1
S0465,North,Road,Standard,2,119,645.2,4.82,49.32,1
S0466,East,Road,Standard,7,130,489.6,5.63,56.66,1
S0467,North,Road,Express,5,89,453.6,3.13,35.51,1
S0468,Central,Road,Standard,2,87,435.5,4.88,47.85,1
S0469,South,Rail,Standard,7,98,384.1,4.21,42.43,1
S0470,North,Road,Standard,2,98,181.0,4.13,45.99,1
S0471,West,Air,Standard,1,128,547.1,3.1,101.43,1
S0472,West,Road,Express,2,115,279.7,3.08,51.65,0
S0473,South,Road,Standard,6,91,356.0,5.12,39.87,1
S0474,South,Road,Standard,12,85,671.4,5.36,67.63,1
S0475,West,Road,Standard,3,69,389.7,4.5,25.0,1
S0476,West,Road,Standard,4,105,371.3,4.79,25.0,1
S0477,West,Road,Standard,3,153,439.9,4.96,39.33,1
S0478,North,Air,Standard,5,65,328.4,2.65,79.05,1
S0479,North,Road,Standard,9,72,1184.0,7.2,38.52,1
S0480,West,Road,Express,4,185,1088.1,5.67,76.58,0
S0481,West,Road,Standard,8,117,1071.2,6.3,59.91,1
S0482,South,Road,Standard,11,134,487.3,4.9,40.35,1
S0483,North,Road,Standard,12,128,268.7,3.52,35.46,1
S0484,West,Road,Standard,7,154,682.3,6.44,45.84,0
S0485,South,Road,Express,9,82,329.9,3.19,60.47,1
S0486,West,Road,Standard,12,129,718.3,5.32,42.07,1
S0487,West,Air,Standard,10,90,260.9,3.24,81.38,1
S0488,South,Road,Express,4,193,508.7,3.31,65.24,1
S0489,North,Rail,Standard,2,65,779.2,4.72,55.42,0
S0490,North,Road,Standard,2,81,341.4,3.58,66.09,1
S0491,East,Road,Express,11,66,340.7,2.73,28.51,1
S0492,North,Rail,Standard,7,68,152.6,4.26,57.51,1
S0493,North,Road,Standard,4,148,265.9,3.99,58.16,0
S0494,West,Rail,Express,5,203,481.6,3.68,60.1,1
S0495,East,Road,Express,4,82,526.3,3.3,31.93,0
S0496,North,Road,Standard,10,73,573.1,5.75,52.91,1
S0497,West,Rail,Standard,8,72,119.4,2.61,53.46,1
S0498,North,Road,Standard,11,103,330.9,4.58,25.0,1
S0499,West,Road,Express,4,126,164.0,2.96,25.0,1
S0500,North,Road,Standard,6,92,467.1,6.48,25.0,0
S0501,East,Road,Standard,2,101,135.7,4.33,42.88,1
S0502,Central,Air,Standard,12,96,194.6,2.94,95.62,1
S0503,Central,Road,Express,7,94,638.7,4.55,44.23,1
S0504,North,Road,Express,7,101,285.4,4.17,25.0,0
S0505,North,Rail,Standard,5,79,870.6,4.66,46.51,0
S0506,East,Road,Standard,4,114,582.2,4.85,40.58,0
S0507,West,Rail,Express,12,135,342.6,2.9,47.6,0
S0508,East,Road,Express,6,120,699.4,3.97,52.54,1
S0509,North,Road,Standard,9,132,360.9,4.51,51.82,0
S0510,South,Rail,Standard,1,85,617.1,4.07,89.02,0
S0511,South,Road,Standard,4,85,257.8,5.18,35.59,1
S0512,East,Road,Standard,10,74,723.7,4.82,62.06,1
S0513,South,Road,Standard,2,95,143.5,3.8,25.0,1
S0514,West,Rail,Standard,2,156,194.5,4.44,32.78,1
S0515,West,Rail,Standard,10,145,216.0,3.78,50.53,1
S0516,South,Road,Express,4,156,275.1,2.8,25.0,1
S0517,West,Road,Standard,4,146,492.0,4.32,48.71,1
S0518,East,Air,Standard,7,101,402.5,3.51,92.89,1
S0519,South,Road,Standard,3,159,621.3,5.15,25.85,1
S0520,East,Road,Standard,1,108,785.7,6.17,76.06,0
S0521,East,Road,Standard,1,97,134.0,2.99,26.53,1
S0522,West,Road,Standard,1,176,842.3,6.93,37.74,0
S0523,South,Rail,Standard,2,128,356.0,4.27,69.09,1
S0524,North,Rail,Standard,9,101,1058.9,6.52,58.04,1
S0525,South,Road,Express,4,102,250.6,3.76,52.82,1
S0526,West,Road,Standard,1,155,111.8,3.71,29.61,0
S0527,Central,Road,Express,1,120,586.1,3.82,40.46,1
S0528,Central,Road,Express,6,84,564.4,3.78,48.35,1
S0529,East,Road,Express,11,132,197.7,2.94,47.83,1
S0530,West,Road,Standard,5,80,210.5,4.04,44.88,1
S0531,East,Road,Standard,1,93,649.2,5.01,45.4,1
S0532,East,Road,Standard,3,94,506.4,3.78,50.55,1
S0533,West,Road,Standard,6,115,334.2,4.23,51.54,1
S0534,North,Road,Standard,3,177,537.5,5.66,55.88,1
S0535,South,Road,Express,12,123,476.4,3.72,43.59,1
S0536,South,Road,Standard,10,114,224.8,5.02,25.0,1
S0537,North,Rail,Express,5,111,678.3,4.65,69.78,1
S0538,South,Rail,Standard,12,69,601.7,5.32,55.76,0
S0539,South,Rail,Standard,4,104,408.2,5.2,49.18,1
S0540,East,Road,Standard,2,123,649.5,6.14,67.85,0
S0541,Central,Rail,Standard,12,67,1137.5,8.01,46.15,1
S0542,North,Road,Standard,12,87,208.9,5.32,57.87,1
S0543,East,Road,Standard,4,132,343.6,5.29,42.9,1
S0544,Central,Road,Standard,8,123,354.2,5.49,46.94,1
S0545,South,Road,Standard,3,139,641.0,5.52,45.98,1
S0546,West,Road,Standard,8,122,273.0,4.39,25.0,0
S0547,West,Road,Express,9,128,619.8,3.84,47.81,1
S0548,South,Rail,Standard,9,102,293.6,4.33,57.04,1
S0549,East,Road,Standard,7,67,193.9,3.54,41.74,1
S0550,West,Road,Standard,9,106,423.1,4.73,39.59,1
S0551,West,Road,Standard,7,118,289.6,2.93,25.0,1
S0552,South,Road,Standard,10,96,449.0,6.03,25.0,1
S0553,South,Road,Standard,3,81,515.6,4.94,70.68,1
S0554,Central,Road,Express,6,91,140.1,3.28,25.0,1
S0555,South,Road,Standard,5,132,310.8,5.52,62.36,1
S0556,South,Rail,Standard,7,173,423.3,4.74,49.8,1
S0557,West,Air,Standard,2,116,651.1,5.45,107.67,1
S0558,North,Road,Standard,4,118,604.3,4.67,57.02,1
S0559,North,Road,Standard,12,119,237.0,5.85,27.6,0
S0560,North,Rail,Standard,2,103,365.0,4.87,76.25,0
S0561,South,Air,Standard,8,146,531.8,4.34,112.3,1
S0562,West,Road,Standard,8,157,349.6,5.69,52.57,1
S0563,East,Rail,Standard,6,104,251.7,3.04,47.95,1
S0564,North,Air,Standard,1,103,393.1,3.45,113.08,1
S0565,North,Rail,Standard,1,100,502.0,5.53,78.6,1
S0566,North,Road,Standard,4,72,222.8,2.91,31.72,1
S0567,East,Road,Standard,2,72,566.5,5.59,66.47,1
S0568,South,Road,Standard,2,108,438.5,5.26,34.41,0
S0569,West,Road,Standard,2,104,578.9,6.64,56.78,0
S0570,North,Road,Express,3,122,387.8,2.71,50.08,0
S0571,West,Road,Standard,11,169,1037.0,8.06,49.87,0
S0572,East,Road,Standard,8,70,496.2,4.63,43.25,1
S0573,North,Road,Standard,1,118,618.1,5.23,48.72,0
S0574,East,Rail,Express,8,66,565.2,2.81,42.13,1
S0575,East,Road,Standard,2,86,362.1,3.9,43.63,1
S0576,North,Road,Standard,6,91,469.9,5.23,43.95,1
S0577,Central,Rail,Standard,1,102,277.0,3.5,50.99,1
S0578,North,Rail,Express,2,91,992.9,4.78,64.8,1
S0579,East,Air,Standard,2,123,529.4,3.7,107.4,1
S0580,West,Rail,Express,6,128,242.5,2.19,49.0,1
S0581,North,Rail,Standard,6,92,861.9,5.39,65.09,1
S0582,North,Road,Express,5,75,373.5,3.48,28.69,1
S0583,South,Road,Standard,8,132,670.2,5.55,88.67,1
S0584,West,Road,Standard,9,160,137.8,4.11,25.0,1
S0585,Central,Road,Standard,9,93,770.6,6.75,41.54,1
S0586,North,Air,Standard,7,173,516.5,4.93,106.83,0
S0587,South,Road,Standard,7,165,230.5,4.2,72.55,1
S0588,West,Road,Standard,6,126,511.1,4.52,28.31,1
S0589,South,Road,Standard,3,116,934.7,6.59,62.37,1
S0590,South,Road,Standard,6,138,282.1,4.8,45.8,0
S0591,Central,Road,Standard,1,62,279.8,3.68,38.57,1
S0592,West,Road,Express,12,168,358.8,3.06,64.87,1
S0593,West,Air,Standard,5,145,420.9,3.38,126.03,1
S0594,North,Road,Standard,10,117,696.2,5.64,44.17,0
S0595,South,Rail,Standard,12,144,533.6,4.32,,0
S0596,West,Road,Express,6,183,358.6,3.83,25.0,1
S0597,East,Road,Standard,11,100,482.0,3.99,44.58,1
S0598,North,Road,Standard,6,107,1024.8,5.78,46.58,1
S0599,Central,Rail,Express,2,127,589.0,3.66,58.67,1
S0600,North,Road,Express,1,137,382.3,3.38,25.0,1
S0601,West,Air,Standard,2,126,352.2,2.62,111.27,0
S0602,East,Road,Standard,12,95,465.1,4.57,25.0,0
S0603,Central,Road,Standard,6,90,691.2,5.77,49.46,0
S0604,East,Rail,Standard,4,105,258.1,3.56,34.77,1
S0605,Central,Road,Standard,6,47,636.5,5.83,29.38,0
S0606,East,Road,Standard,4,52,377.6,4.13,51.44,1
S0607,Central,Air,Standard,11,60,412.0,4.89,107.72,1
S0608,South,Road,Standard,12,98,1506.9,8.65,84.99,0
S0609,East,Road,Standard,2,77,599.0,4.82,65.46,1
S0610,West,Road,Standard,9,153,295.2,4.64,33.48,0
S0611,North,Road,Express,5,105,515.6,3.77,65.58,0
S0612,North,Rail,Express,1,115,711.6,4.39,42.01,0
S0613,Central,Rail,Standard,12,51,602.9,4.74,63.66,0
S0614,Central,Road,Standard,1,72,101.4,4.58,25.0,1
S0615,West,Rail,Standard,3,151,401.8,4.44,46.98,1
S0616,East,Road,Standard,1,112,529.0,6.19,54.31,0
S0617,East,Road,Standard,6,75,504.0,5.87,54.23,1
S0618,West,Road,Express,8,140,309.9,3.4,56.05,0
S0619,South,Air,Express,4,187,608.9,3.17,120.23,1
S0620,South,Road,Express,1,125,772.5,4.59,55.14,1
S0621,East,Road,Express,2,76,142.8,2.7,39.35,1
S0622,North,Road,Express,12,105,134.9,3.61,39.22,1
S0623,Central,Rail,Standard,10,88,512.9,5.0,62.98,0
S0624,West,Road,Express,12,131,638.6,3.86,53.42,0
S0625,Central,Road,Standard,7,84,282.9,4.4,48.2,1
S0626,West,Rail,Standard,7,95,104.7,2.51,25.0,1
S0627,East,Road,Standard,10,68,405.9,5.06,35.91,1
S0628,South,Road,Standard,8,121,508.5,4.64,26.8,1
S0629,North,Road,Standard,6,105,341.4,5.31,44.06,1
S0630,East,Road,Standard,4,79,722.0,4.91,69.94,1
S0631,Central,Road,Standard,6,80,490.4,5.44,34.57,1
S0632,East,Rail,Standard,1,97,264.6,4.57,52.98,1
S0633,South,Road,Express,3,150,281.5,2.25,54.21,1
S0634,West,Road,Standard,9,132,411.2,6.2,25.0,0
S0635,South,Air,Standard,11,136,327.5,3.24,98.92,1
S0636,South,Road,Standard,2,110,129.9,4.02,40.49,1
S0637,North,Road,Standard,2,126,465.7,5.42,25.0,1
S0638,East,Air,Standard,2,106,286.1,3.77,88.46,1
S0639,East,Road,Express,10,119,316.5,3.41,56.51,0
S0640,Central,Rail,Standard,4,105,207.7,4.66,64.93,1
S0641,East,Rail,Standard,4,111,948.9,6.4,72.28,1
S0642,East,Road,Standard,1,92,578.3,6.47,57.1,0
S0643,South,Road,Standard,12,132,1086.3,7.41,65.01,1
S0644,South,Road,Express,6,155,340.3,4.32,53.44,1
S0645,North,Road,Standard,10,92,597.7,5.97,40.82,0
S0646,East,Road,Express,9,77,470.6,2.71,42.0,1
S0647,South,Road,Standard,2,130,270.9,6.13,32.3,1
S0648,North,Rail,Express,10,122,338.2,2.7,73.18,0
S0649,North,Air,Standard,7,87,577.7,5.16,126.93,1
S0650,South,Rail,Express,8,123,207.6,2.68,72.19,1
S0651,West,Road,Express,3,132,726.1,4.75,47.18,1
S0652,Central,Road,Standard,11,23,447.8,4.61,25.0,0
S0653,North,Road,Express,12,104,671.1,4.36,66.3,0
S0654,South,Road,Standard,5,121,509.7,5.02,53.82,0
S0655,East,Air,Standard,2,91,143.4,3.83,102.36,1
S0656,West,Road,Express,11,175,402.0,3.79,40.55,1
S0657,East,Road,Standard,11,61,735.3,6.35,51.27,0
S0658,West,Rail,Standard,7,112,443.9,3.03,41.4,1
S0659,North,Road,Standard,7,37,408.2,4.56,43.28,1
S0660,West,Road,Standard,3,122,443.6,5.24,63.95,1
S0661,West,Road,Express,1,124,124.0,2.94,59.61,1
S0662,Central,Road,Standard,12,71,779.8,6.89,57.46,1
S0663,South,Rail,Standard,6,156,90.9,3.18,34.71,1
S0664,South,Road,Standard,4,149,875.0,6.47,61.29,0
S0665,West,Air,Standard,9,137,325.8,4.28,136.26,0
S0666,East,Rail,Express,1,85,530.9,2.28,43.28,0
S0667,East,Rail,Express,1,124,117.8,2.74,50.27,1
S0668,Central,Road,Standard,3,84,634.6,5.61,65.08,1
S0669,West,Road,Standard,6,112,572.7,4.77,55.45,1
S0670,West,Rail,Standard,5,87,552.4,4.94,90.84,1
S0671,South,Road,Standard,3,113,114.8,4.68,25.07,0
S0672,North,Road,Standard,5,131,248.8,5.04,26.85,1
S0673,Central,Rail,Standard,5,149,511.3,5.02,79.21,1
S0674,East,Road,Standard,7,97,767.5,6.51,33.35,1
S0675,North,Rail,Standard,7,89,226.3,4.24,46.76,1
S0676,West,Air,Standard,11,102,230.2,3.05,99.71,0
S0677,Central,Rail,Standard,10,100,491.6,4.46,70.78,1
S0678,North,Road,Express,4,61,1428.2,5.45,71.44,1
S0679,South,Rail,Standard,11,140,273.9,4.51,62.52,1
S0680,West,Road,Standard,7,158,323.3,4.65,39.93,1
S0681,South,Rail,Express,3,137,294.7,2.41,73.24,1
S0682,South,Rail,Express,5,119,378.2,2.27,112.35,0
S0683,South,Rail,Standard,9,141,803.1,6.22,76.97,0
S0684,West,Road,Standard,10,140,390.5,4.49,46.67,1
S0685,North,Road,Standard,5,88,1509.2,8.53,49.69,0
S0686,West,Road,Standard,2,187,434.3,5.93,42.63,1
S0687,West,Road,Standard,3,125,848.5,5.43,52.23,1
S0688,Central,Road,Standard,2,107,338.3,4.91,32.84,1
S0689,East,Road,Standard,9,27,181.4,3.75,27.33,1
S0690,North,Road,Standard,7,146,390.1,5.11,,1
S0691,West,Rail,Express,6,176,557.3,4.17,83.47,0
S0692,Central,Air,Standard,9,86,250.2,2.62,97.03,0
S0693,South,Road,Express,10,141,771.3,4.64,38.11,1
S0694,West,Rail,Express,10,151,303.6,3.43,76.68,1
S0695,Central,Road,Express,2,67,207.8,3.09,31.94,1
S0696,North,Road,Standard,8,125,1343.4,7.79,43.57,0
S0697,East,Road,Express,11,72,242.1,3.21,44.02,1
S0698,North,Rail,Standard,10,93,298.1,4.14,65.82,1
S0699,North,Air,Standard,4,142,612.1,4.83,78.37,1
S0700,West,Rail,Express,5,162,331.2,3.3,48.2,0
S0701,West,Air,Standard,11,115,212.5,,100.17,0
S0702,West,Air,Standard,1,114,280.2,3.95,113.19,1
S0703,South,Road,Standard,7,107,1128.7,7.9,53.1,0
S0704,Central,Road,Express,2,106,569.0,4.18,34.41,1
S0705,West,Road,Standard,11,107,636.5,4.58,58.05,0
S0706,North,Air,Standard,1,120,477.4,3.88,100.78,1
S0707,East,Road,Express,1,116,526.6,3.85,53.67,1
S0708,East,Road,Standard,4,93,315.9,3.73,25.0,1
S0709,West,Rail,Standard,3,163,442.2,4.34,43.24,1
S0710,West,Road,Standard,6,126,109.1,2.99,47.19,1
S0711,Central,Rail,Express,4,79,707.9,4.28,62.02,1
S0712,North,Road,Standard,5,83,314.1,4.55,49.99,1
S0713,East,Air,Standard,7,123,191.3,1.97,94.74,1
S0714,Central,Rail,Standard,7,64,457.6,4.93,40.47,1
S0715,East,Road,Express,12,105,361.7,3.33,59.75,1
S0716,South,Rail,Standard,6,123,693.1,5.61,41.69,1
S0717,North,Road,Standard,7,81,395.3,4.45,56.43,1
S0718,South,Road,Express,9,108,276.4,2.79,57.36,1
S0719,North,Road,Standard,3,149,401.2,4.41,58.58,1
S0720,Central,Rail,Standard,9,91,905.7,5.87,54.31,0
S0721,North,Road,Standard,11,82,706.7,5.72,35.47,1
S0722,West,Road,Express,4,144,568.2,3.98,47.27,1
S0723,South,Road,Standard,3,121,724.7,5.75,33.51,1
S0724,Central,Road,Standard,5,182,594.3,5.7,41.59,1
S0725,South,Road,Standard,4,133,231.2,4.09,,1
S0726,South,Road,Standard,8,114,639.5,7.21,57.81,1
S0727,West,Road,Express,11,175,775.5,4.09,44.18,0
S0728,South,Rail,Standard,8,73,801.2,5.12,69.24,1
S0729,West,Road,Standard,2,138,201.5,6.37,46.64,1
S0730,North,Road,Express,4,166,298.7,3.53,66.95,1
S0731,West,Air,Standard,9,132,271.7,2.43,112.69,1
S0732,South,Road,Standard,4,76,336.3,5.04,51.69,0
S0733,South,Rail,Standard,8,114,533.5,4.14,65.37,1
S0734,West,Road,Standard,9,176,450.6,5.73,64.48,1
S0735,South,Rail,Standard,4,136,450.7,4.39,41.36,0
S0736,East,Rail,Standard,8,72,169.3,3.16,44.75,1
S0737,South,Rail,Standard,5,106,291.8,4.98,52.21,1
S0738,West,Road,Standard,2,119,835.9,6.6,50.83,0
S0739,West,Road,Standard,5,145,773.6,6.73,61.74,0
S0740,West,Rail,Standard,6,172,391.3,,70.98,1
S0741,South,Road,Standard,1,154,640.5,5.41,58.64,0
S0742,South,Road,Express,11,138,505.3,4.04,45.49,1
S0743,Central,Road,Standard,7,48,682.2,6.67,32.24,1
S0744,South,Air,Standard,1,88,657.1,4.54,122.62,1
S0745,North,Road,Standard,11,125,410.5,6.04,49.03,1
S0746,North,Road,Express,11,72,570.2,,28.09,1
S0747,West,Rail,Standard,1,129,525.2,4.89,57.45,1
S0748,West,Road,Standard,2,144,417.1,5.11,25.0,1
S0749,East,Road,Standard,5,63,364.6,4.64,36.65,0
S0750,East,Road,Standard,7,66,1038.9,5.92,50.77,1
S0751,West,Road,Standard,9,132,417.4,4.85,37.04,1
S0752,West,Road,Standard,6,149,617.5,5.75,74.2,0
S0753,West,Rail,Express,8,165,992.8,4.38,57.71,0
S0754,West,Rail,Standard,1,152,569.7,5.18,73.52,0
S0755,East,Road,Express,8,97,554.7,3.8,75.32,0
S0756,South,Road,Express,11,104,418.9,3.85,57.12,1
S0757,West,Road,Express,7,105,530.8,4.06,44.54,1
S0758,Central,Air,Standard,6,71,346.2,3.86,83.56,0
S0759,South,Air,Standard,4,136,1600.0,6.73,111.52,0
S0760,West,Air,Standard,12,144,171.8,4.2,98.37,1
S0761,East,Road,Standard,1,36,378.6,4.43,25.0,0
S0762,South,Road,Express,4,103,575.2,3.81,35.81,1
S0763,South,Road,Standard,2,159,555.0,5.21,46.96,1
S0764,South,Road,Standard,11,127,345.9,4.35,41.29,1
S0765,Central,Road,Standard,6,45,135.8,5.12,35.18,1
S0766,South,Road,Express,12,191,189.7,3.78,28.48,1
S0767,South,Air,Standard,8,124,469.6,4.23,98.08,1
S0768,South,Road,Standard,7,136,113.1,3.87,35.59,0
S0769,South,Road,Express,7,136,599.2,4.26,47.38,1
S0770,North,Rail,Express,3,100,811.8,4.06,88.68,1
S0771,West,Road,Standard,7,115,662.4,5.53,52.66,0
S0772,North,Rail,Express,9,169,740.3,4.16,46.47,0
S0773,North,Road,Express,12,138,115.6,2.64,43.96,1
S0774,East,Rail,Standard,7,118,354.3,4.33,63.02,1
S0775,South,Road,Standard,12,141,220.1,4.43,39.33,1
S0776,East,Road,Standard,12,67,149.8,4.26,25.0,0
S0777,North,Road,Standard,7,146,310.4,4.2,68.53,1
S0778,South,Road,Standard,6,101,978.5,7.1,40.89,1
S0779,East,Road,Standard,2,103,1136.9,6.56,69.34,0
S0780,East,Road,Standard,4,49,238.3,3.73,34.22,1
S0781,West,Road,Standard,11,78,435.4,4.48,48.01,1
S0782,Central,Rail,Standard,2,94,526.3,4.31,80.24,0
S0783,West,Road,Standard,5,112,355.9,,49.19,0
S0784,North,Road,Standard,9,54,846.0,5.45,39.52,0
S0785,Central,Road,Standard,3,100,313.4,4.38,54.41,1
S0786,West,Rail,Standard,12,194,281.8,4.96,53.39,1
S0787,East,Road,Standard,8,134,246.4,4.0,43.26,1
S0788,West,Road,Standard,1,128,354.4,4.58,25.0,1
S0789,East,Rail,Express,3,95,74.5,1.83,32.54,1
S0790,North,Road,Standard,9,135,364.8,5.29,44.8,1
S0791,South,Rail,Express,11,156,451.7,3.7,66.75,1
S0792,West,Road,Standard,12,125,469.0,5.54,25.0,1
S0793,West,Road,Standard,11,136,211.8,4.61,47.28,1
S0794,South,Road,Express,1,133,463.6,3.68,34.89,1
S0795,South,Air,Express,9,141,457.8,2.6,127.19,1
S0796,West,Road,Standard,2,131,463.9,4.53,41.22,1
S0797,South,Road,Standard,1,122,670.0,6.54,34.64,1
S0798,South,Road,Standard,9,164,206.3,4.82,44.32,0
S0799,East,Road,Standard,6,129,358.5,4.26,30.43,0
S0800,East,Road,Standard,8,108,130.4,3.95,52.94,1
S0801,East,Road,Express,11,143,633.8,3.92,51.77,1
S0802,West,Road,Standard,1,124,227.0,3.54,37.26,1
S0803,Central,Road,Standard,7,130,731.3,6.39,61.09,1
S0804,North,Road,Standard,11,125,746.4,5.68,38.57,0
S0805,South,Road,Standard,6,217,380.4,4.41,35.44,1
S0806,South,Road,Standard,7,92,368.2,3.68,45.15,1
S0807,East,Road,Standard,6,76,162.5,2.92,25.0,1
S0808,South,Road,Standard,11,137,426.9,4.72,30.47,1
S0809,North,Road,Standard,1,121,666.5,5.63,61.89,1
S0810,Central,Road,Standard,11,140,498.9,4.98,55.37,0
S0811,South,Road,Standard,10,106,906.1,6.84,37.03,1
S0812,South,Road,Express,10,150,333.2,3.35,36.26,1
S0813,Central,Rail,Standard,5,118,332.9,4.82,42.29,1
S0814,North,Road,Standard,7,130,236.8,4.21,65.16,0
S0815,South,Rail,Standard,5,98,1261.6,6.53,84.83,0
S0816,Central,Road,Standard,4,124,161.5,4.49,31.83,1
S0817,Central,Rail,Standard,11,119,638.4,4.62,69.5,1
S0818,North,Road,Standard,7,127,674.7,6.08,32.05,1
S0819,North,Road,Standard,9,116,657.8,5.03,39.99,0
S0820,West,Road,Express,2,141,249.4,3.6,43.29,1
S0821,South,Air,Standard,10,123,380.2,3.43,112.14,1
S0822,North,Road,Standard,8,128,585.1,6.13,47.52,0
S0823,West,Road,Standard,12,136,285.0,3.77,45.64,1
S0824,North,Road,Express,2,86,348.2,2.97,39.37,1
S0825,East,Rail,Express,7,66,288.2,2.92,45.99,1
S0826,South,Road,Standard,7,104,444.7,5.68,38.55,0
S0827,North,Road,Standard,7,116,427.2,5.98,37.6,1
S0828,South,Road,Standard,1,124,1001.7,6.8,62.23,1
S0829,Central,Air,Express,6,91,592.7,4.17,112.11,1
S0830,West,Road,Standard,4,149,185.4,4.02,43.86,1
S0831,North,Road,Standard,8,92,194.8,4.8,25.0,1
S0832,North,Air,Standard,3,151,645.2,3.97,99.97,1
S0833,West,Road,Standard,6,128,424.4,5.2,50.4,1
S0834,North,Road,Express,8,98,1217.6,4.23,82.19,1
S0835,East,Road,Standard,1,109,1215.6,6.7,64.88,0
S0836,North,Road,Standard,10,59,236.0,4.43,26.7,1
S0837,East,Road,Standard,9,73,503.5,4.17,43.91,0
S0838,Central,Road,Standard,1,112,196.4,4.77,25.0,1
S0839,West,Rail,Standard,1,86,638.7,5.58,76.13,1
S0840,North,Rail,Standard,11,141,1086.7,6.27,75.83,1
S0841,South,Road,Express,4,167,462.2,3.26,40.69,1
S0842,East,Road,Standard,11,85,326.0,4.18,35.26,1
S0843,North,Road,Standard,6,118,534.7,4.62,39.13,1
S0844,West,Air,Standard,5,166,717.7,4.79,135.36,0
S0845,South,Road,Standard,4,112,720.6,5.9,47.72,0
S0846,Central,Road,Standard,8,109,328.2,4.71,42.47,1
S0847,West,Road,Standard,2,116,280.6,5.52,47.89,1
S0848,East,Road,Standard,5,82,487.4,4.53,30.98,1
S0849,South,Road,Standard,5,103,341.8,5.49,42.69,0
S0850,Central,Rail,Standard,2,95,846.2,5.36,66.98,1
S0851,South,Road,Standard,5,157,339.3,4.78,25.0,1
S0852,South,Air,Standard,7,120,442.1,4.61,110.2,1
S0853,East,Road,Express,9,59,526.7,4.17,39.18,1
S0854,Central,Rail,Standard,2,55,165.2,3.46,46.32,1
S0855,South,Rail,Standard,11,136,295.5,4.39,56.63,1
S0856,West,Air,Express,11,187,1186.0,4.83,131.9,1
S0857,East,Road,Standard,9,106,699.9,5.4,68.09,1
S0858,Central,Road,Standard,12,74,336.5,5.24,25.0,1
S0859,West,Road,Standard,6,156,640.3,6.91,48.57,1
S0860,North,Road,Standard,10,103,838.0,6.5,61.86,0
S0861,East,Road,Standard,9,84,369.4,4.99,45.32,1
S0862,East,Air,Standard,7,68,680.2,4.9,111.93,0
S0863,East,Air,Standard,3,134,624.2,3.52,150.24,1
S0864,North,Road,Standard,7,39,198.4,4.25,37.91,1
S0865,South,Road,Standard,11,147,370.7,4.14,61.38,0
S0866,Central,Rail,Standard,12,72,1017.3,6.14,59.88,1
S0867,Central,Air,Standard,6,74,1166.1,7.81,101.56,0
S0868,East,Road,Standard,3,142,703.3,5.7,49.01,0
S0869,South,Road,Express,9,105,289.3,2.84,48.84,1
S0870,South,Rail,Standard,1,106,97.0,4.05,54.38,1
S0871,East,Road,Standard,2,91,265.5,3.69,42.37,1
S0872,South,Road,Standard,7,137,181.9,3.88,36.67,1
S0873,Central,Air,Standard,12,73,1061.8,6.87,108.12,0
S0874,West,Air,Standard,4,91,128.5,2.78,94.95,0
S0875,East,Air,Standard,6,71,201.8,1.92,106.82,1
S0876,Central,Rail,Standard,4,121,481.4,5.29,70.14,0
S0877,West,Road,Standard,6,137,422.6,4.69,31.68,0
S0878,West,Road,Standard,1,148,987.8,7.8,71.94,0
S0879,North,Road,Standard,8,103,601.4,5.03,37.44,1
S0880,North,Road,Standard,8,92,387.4,5.39,46.49,1
S0881,West,Road,Standard,4,182,855.4,7.62,58.97,1
S0882,North,Road,Standard,4,105,330.6,4.01,61.84,1
S0883,Central,Road,Standard,10,73,1035.4,6.97,48.37,0
S0884,West,Rail,Standard,3,166,243.4,4.19,60.85,1
S0885,South,Road,Standard,1,105,413.3,4.27,50.5,1
S0886,West,Road,Standard,1,118,105.3,4.04,25.0,1
S0887,West,Road,Standard,11,135,724.9,5.77,52.17,0
S0888,South,Road,Express,5,125,465.1,3.52,41.78,1
S0889,South,Rail,Standard,2,132,1037.1,6.44,64.0,0
S0890,East,Road,Standard,11,154,362.4,4.84,39.95,1
S0891,West,Road,Standard,2,144,163.7,4.23,55.55,1
S0892,Central,Rail,Express,5,20,556.1,3.24,40.44,1
S0893,West,Road,Standard,1,144,301.0,4.21,51.38,1
